artist_name,danceability,energy,acousticness,valence
AP Dhillon,0.6492,0.5136,0.0565,0.2701
Nucleya,0.626,0.9768,0.0208,0.5101
Shreya Ghoshal,0.5256,0.4211,0.7615,0.5842
Jubin Nautiyal,0.556,0.3497,0.5934,0.3784
Badshah,0.8242,0.8825,0.1068,0.777
Nucleya,0.7464,0.829,0.028,0.7494
Shankar-Ehsaan-Loy,0.7173,0.7477,0.0757,0.7215
Shreya Ghoshal,0.3818,0.4736,0.7273,0.6012
Arijit Singh,0.3556,0.324,0.7476,0.2505
Yo Yo Honey Singh,0.8723,0.777,0.0314,0.6419
Shreya Ghoshal,0.5013,0.4528,0.7292,0.628
Jubin Nautiyal,0.4316,0.3373,0.6645,0.3428
A.R. Rahman,0.6038,0.6172,0.5007,0.9141
A.R. Rahman,0.5803,0.6376,0.4034,0.543
Yo Yo Honey Singh,0.7737,0.7339,0.0482,0.76
Shankar-Ehsaan-Loy,0.7559,0.7981,0.1345,0.5809
Shreya Ghoshal,0.4427,0.4454,0.9238,0.4753
Jubin Nautiyal,0.4066,0.3796,0.5678,0.3471
Yo Yo Honey Singh,0.8768,0.8299,0.0258,0.727
Jubin Nautiyal,0.439,0.3576,0.5957,0.4955
Pritam,0.8161,0.7707,0.1019,0.6246
Nucleya,0.6568,0.9606,0.0311,0.7085
Arijit Singh,0.3092,0.3248,0.696,0.2238
Nucleya,0.7077,0.883,0.0255,0.5235
A.R. Rahman,0.4997,0.5816,0.5544,0.6155
Shankar-Ehsaan-Loy,0.691,0.7367,0.0991,0.6318
Arijit Singh,0.4116,0.4084,0.7635,0.1701
Shreya Ghoshal,0.5984,0.4645,0.8045,0.4379
Shreya Ghoshal,0.5051,0.3715,0.7502,0.5866
AP Dhillon,0.6579,0.4615,0.1358,0.188
AP Dhillon,0.7454,0.4458,0.0355,0.217
Shreya Ghoshal,0.4539,0.3636,0.8498,0.5364
A.R. Rahman,0.6233,0.6936,0.4416,0.5965
Yo Yo Honey Singh,0.7994,0.8515,0.0619,0.6716
Shankar-Ehsaan-Loy,0.6627,0.7874,0.1281,0.8308
Yo Yo Honey Singh,0.8155,0.8238,0.0518,0.5609
AP Dhillon,0.6964,0.4605,0.0792,0.2555
Arijit Singh,0.3921,0.2352,0.5993,0.2406
Pritam,0.8054,0.7862,0.0763,0.5852
Pritam,0.7714,0.8118,0.0553,0.5147
Shreya Ghoshal,0.4345,0.3954,0.7337,0.535
Jubin Nautiyal,0.4007,0.2634,0.4515,0.4356
Arijit Singh,0.4533,0.3365,0.7247,0.1803
Jubin Nautiyal,0.4695,0.3854,0.6374,0.4355
Pritam,0.7536,0.7474,0.0142,0.712
Shreya Ghoshal,0.4742,0.4553,0.7041,0.5824
Jubin Nautiyal,0.4525,0.4089,0.5733,0.4195
Arijit Singh,0.4733,0.3784,0.6366,0.326
Shreya Ghoshal,0.486,0.448,0.8592,0.5447
Jubin Nautiyal,0.438,0.2585,0.589,0.3523
AP Dhillon,0.7682,0.3964,0.183,0.3303
Shankar-Ehsaan-Loy,0.69,0.6973,0.1297,0.6354
Badshah,0.8719,0.8456,0.0543,0.8147
Nucleya,0.6058,0.971,0.029,0.6384
AP Dhillon,0.654,0.5092,0.1161,0.1663
Badshah,0.8344,0.953,0.0336,0.821
Yo Yo Honey Singh,0.7387,0.9098,0.0553,0.7199
Nucleya,0.6445,0.9331,0.0242,0.5319
A.R. Rahman,0.4737,0.5372,0.4304,0.4876
Pritam,0.7197,0.7838,0.1006,0.5901
Jubin Nautiyal,0.5236,0.351,0.5306,0.3961
A.R. Rahman,0.5677,0.6656,0.4573,0.6364
Badshah,0.868,0.8838,0.0696,0.7769
Shreya Ghoshal,0.44,0.3793,0.8308,0.5626
Shreya Ghoshal,0.4784,0.3404,0.7752,0.5682
Nucleya,0.7016,0.9417,0.02,0.4316
A.R. Rahman,0.5518,0.4464,0.4589,0.5448
Shankar-Ehsaan-Loy,0.6461,0.7154,0.1588,0.631
Shankar-Ehsaan-Loy,0.6309,0.692,0.093,0.7144
Jubin Nautiyal,0.4723,0.4382,0.5585,0.4153
Shankar-Ehsaan-Loy,0.6664,0.7732,0.1129,0.7699
Pritam,0.7699,0.7795,0.0645,0.6152
Pritam,0.8226,0.741,0.0882,0.6292
Arijit Singh,0.3674,0.2751,0.8343,0.1799
Arijit Singh,0.3948,0.3657,0.7204,0.2636
Arijit Singh,0.3918,0.3963,0.6165,0.3601
Shreya Ghoshal,0.4866,0.5094,0.7039,0.492
AP Dhillon,0.6196,0.554,0.1421,0.1987
Badshah,0.8373,0.816,0.0469,0.7851
Arijit Singh,0.3389,0.3646,0.7371,0.2445
Yo Yo Honey Singh,0.745,0.8898,0.0229,0.6798
Yo Yo Honey Singh,0.7856,0.8123,0.0346,0.6274
Nucleya,0.6445,0.9822,0.0189,0.3609
Nucleya,0.691,0.8866,0.0128,0.5189
Badshah,0.7821,0.8791,0.0438,0.8628
Shankar-Ehsaan-Loy,0.5894,0.8592,0.0773,0.7382
Jubin Nautiyal,0.5019,0.3311,0.6016,0.5192
Yo Yo Honey Singh,0.8392,0.7551,0.0247,0.6923
Nucleya,0.6437,0.9187,0.0182,0.4079
Shankar-Ehsaan-Loy,0.6562,0.7646,0.0882,0.775
Shankar-Ehsaan-Loy,0.6235,0.7418,0.1383,0.6945
Pritam,0.7512,0.8,0.0908,0.6353
Pritam,0.7617,0.7205,0.1078,0.5936
Yo Yo Honey Singh,0.8129,0.7685,0.0486,0.677
A.R. Rahman,0.4677,0.5284,0.5078,0.5241
Jubin Nautiyal,0.4777,0.3491,0.6703,0.4471
Arijit Singh,0.4074,0.3379,0.7048,0.3569
Arijit Singh,0.3929,0.3455,0.5857,0.2781
Badshah,0.7892,0.8547,0.0523,0.8301
Shreya Ghoshal,0.5226,0.3659,0.7478,0.6288
Nucleya,0.6778,0.8505,0.0302,0.5969
Arijit Singh,0.4957,0.238,0.768,0.1671
A.R. Rahman,0.681,0.6312,0.3905,0.6428
Jubin Nautiyal,0.3699,0.4175,0.4929,0.3515
A.R. Rahman,0.4039,0.5532,0.4575,0.5272
A.R. Rahman,0.5305,0.5776,0.5232,0.6272
Arijit Singh,0.35,0.3325,0.6779,0.4097
AP Dhillon,0.73,0.6066,0.1568,0.3747
Shankar-Ehsaan-Loy,0.7258,0.6561,0.0,0.72
Jubin Nautiyal,0.4875,0.2558,0.4012,0.4654
Arijit Singh,0.3377,0.2591,0.6887,0.3399
Yo Yo Honey Singh,0.8525,0.8162,0.0429,0.6164
Arijit Singh,0.4123,0.4321,0.6525,0.328
Jubin Nautiyal,0.3726,0.2814,0.664,0.354
Shankar-Ehsaan-Loy,0.5924,0.8177,0.1062,0.6564
Jubin Nautiyal,0.3774,0.4022,0.5742,0.4782
Jubin Nautiyal,0.4081,0.3895,0.6794,0.36
Yo Yo Honey Singh,0.789,0.7936,0.0421,0.7021
Shankar-Ehsaan-Loy,0.7124,0.692,0.0968,0.659
A.R. Rahman,0.4578,0.6621,0.3798,0.5398
Badshah,0.8613,0.843,0.0514,0.8836
Badshah,0.9157,0.8444,0.0864,0.7521
Yo Yo Honey Singh,0.8008,0.8072,0.0297,0.6645
Shreya Ghoshal,0.5373,0.3517,0.8623,0.5447
Jubin Nautiyal,0.5183,0.3267,0.5411,0.5317
A.R. Rahman,0.6525,0.6797,0.4825,0.7407
Badshah,0.7814,0.8165,0.0273,0.7988
Shreya Ghoshal,0.5404,0.4555,0.7788,0.5098
Nucleya,0.7681,0.9188,0.056,0.3621
A.R. Rahman,0.4714,0.5266,0.5414,0.6217
Pritam,0.6845,0.769,0.0742,0.6378
Shankar-Ehsaan-Loy,0.5967,0.7576,0.0606,0.6245
Pritam,0.7745,0.7546,0.0646,0.5161
Arijit Singh,0.3404,0.3431,0.7553,0.3406
Pritam,0.7771,0.7664,0.0435,0.5215
Arijit Singh,0.3849,0.3036,0.7217,0.3149
A.R. Rahman,0.5824,0.4906,0.5279,0.5014
Jubin Nautiyal,0.4953,0.3894,0.6247,0.32
Shankar-Ehsaan-Loy,0.729,0.7678,0.1507,0.7002
Jubin Nautiyal,0.4276,0.4104,0.6144,0.4514
Shankar-Ehsaan-Loy,0.6247,0.6939,0.0929,0.6161
Shankar-Ehsaan-Loy,0.7016,0.8163,0.1345,0.6976
AP Dhillon,0.6817,0.5097,0.0412,0.1938
Badshah,0.8562,0.8267,0.0538,0.7426
Arijit Singh,0.3992,0.348,0.5753,0.2738
Arijit Singh,0.3677,0.3048,0.6577,0.2229
Arijit Singh,0.4263,0.4646,0.6221,0.3194
Jubin Nautiyal,0.4534,0.3745,0.5858,0.4746
Arijit Singh,0.4058,0.5812,0.76,0.3595
Shreya Ghoshal,0.4886,0.3986,0.7892,0.6461
Arijit Singh,0.4382,0.3506,0.6513,0.3123
Yo Yo Honey Singh,0.8558,0.8116,0.05,0.6995
Badshah,0.8591,0.8911,0.0817,0.7662
Arijit Singh,0.4004,0.2478,0.792,0.3131
Arijit Singh,0.3986,0.3138,0.7261,0.2691
AP Dhillon,0.5716,0.5705,0.1368,0.2341
A.R. Rahman,0.4954,0.7064,0.3643,0.6715
Arijit Singh,0.393,0.2957,0.7647,0.1637
Arijit Singh,0.3848,0.3857,0.6627,0.4265
Nucleya,0.7047,0.8823,0.0412,0.5644
Badshah,0.8657,0.8749,0.035,0.7434
Shreya Ghoshal,0.5948,0.3591,0.7513,0.462
Yo Yo Honey Singh,0.8185,0.8062,0.0587,0.7666
AP Dhillon,0.6833,0.5533,0.123,0.2772
Arijit Singh,0.3513,0.3172,0.7177,0.242
Jubin Nautiyal,0.4276,0.2959,0.5099,0.3803
Shreya Ghoshal,0.5049,0.3325,0.7814,0.4973
Badshah,0.863,0.881,0.1128,0.8499
AP Dhillon,0.6613,0.4931,0.2336,0.3122
Pritam,0.8183,0.8065,0.0147,0.5629
Arijit Singh,0.4275,0.3154,0.6571,0.3144
Nucleya,0.6083,0.8795,0.0106,0.4561
A.R. Rahman,0.5369,0.4696,0.5565,0.6622
Pritam,0.7571,0.7432,0.0744,0.488
Arijit Singh,0.386,0.3809,0.7698,0.2013
Shreya Ghoshal,0.4368,0.3559,0.857,0.6697
Arijit Singh,0.425,0.3684,0.7769,0.3241
Yo Yo Honey Singh,0.7629,0.7942,0.078,0.7132
Pritam,0.7602,0.8415,0.1095,0.502
AP Dhillon,0.5614,0.5574,0.1168,0.2551
Yo Yo Honey Singh,0.9221,0.8219,0.0418,0.7486
Yo Yo Honey Singh,0.7842,0.8134,0.0543,0.7169
Yo Yo Honey Singh,0.8347,0.6986,0.0223,0.7
A.R. Rahman,0.5798,0.6958,0.3503,0.5432
AP Dhillon,0.6244,0.4832,0.1758,0.263
Jubin Nautiyal,0.3961,0.2887,0.5641,0.4257
Jubin Nautiyal,0.376,0.3736,0.6255,0.3931
Badshah,0.8473,0.8447,0.0814,0.7447
Jubin Nautiyal,0.4166,0.3473,0.5767,0.4334
Shankar-Ehsaan-Loy,0.6079,0.7559,0.1442,0.6621
Arijit Singh,0.3535,0.3155,0.7007,0.1189
Yo Yo Honey Singh,0.7725,0.8255,0.0237,0.8101
A.R. Rahman,0.5472,0.5892,0.4867,0.7145
Jubin Nautiyal,0.5299,0.362,0.54,0.4401
Badshah,0.9681,0.8308,0.0821,0.8921
Nucleya,0.6207,0.9489,0.0309,0.3627
Arijit Singh,0.4236,0.361,0.8733,0.2234
Arijit Singh,0.3269,0.3784,0.6556,0.3885
Badshah,0.8845,0.8009,0.0324,0.7301
Yo Yo Honey Singh,0.8193,0.8351,0.0448,0.6801
Shreya Ghoshal,0.4904,0.4603,0.8128,0.4974
A.R. Rahman,0.5786,0.5754,0.3929,0.5291
Nucleya,0.6646,0.9311,0.0207,0.4202
Badshah,0.8947,0.8201,0.0715,0.7446
Arijit Singh,0.4048,0.3417,0.7653,0.3866
Pritam,0.7952,0.8067,0.085,0.5033
Shankar-Ehsaan-Loy,0.6525,0.8008,0.0954,0.6531
Shankar-Ehsaan-Loy,0.6736,0.7163,0.0779,0.7287
Pritam,0.7922,0.8264,0.0651,0.5193
Arijit Singh,0.4112,0.3877,0.7191,0.2172
Pritam,0.7859,0.7535,0.0539,0.5992
A.R. Rahman,0.5675,0.6836,0.4716,0.6019
Nucleya,0.712,0.8878,0.0278,0.6234
Shankar-Ehsaan-Loy,0.6313,0.7716,0.194,0.6299
A.R. Rahman,0.634,0.6112,0.3026,0.5106
Nucleya,0.6916,0.9224,0.0311,0.449
Pritam,0.691,0.7582,0.0723,0.5951
Badshah,0.9093,0.8397,0.0522,0.8853
Badshah,0.8313,0.8724,0.0706,0.8629
Shreya Ghoshal,0.5179,0.3749,0.7744,0.6304
Yo Yo Honey Singh,0.757,0.7555,0.0,0.8004
Pritam,0.7878,0.7504,0.0246,0.57
Pritam,0.7577,0.7857,0.0819,0.5351
Arijit Singh,0.4576,0.3569,0.8026,0.2847
A.R. Rahman,0.5174,0.5879,0.4541,0.5639
Pritam,0.8492,0.7807,0.0733,0.535
AP Dhillon,0.696,0.5743,0.1466,0.2753
Arijit Singh,0.4683,0.3743,0.6317,0.3443
AP Dhillon,0.6167,0.6433,0.0863,0.2218
Pritam,0.7218,0.8238,0.0587,0.6451
Jubin Nautiyal,0.4933,0.3885,0.6768,0.4454
Arijit Singh,0.3969,0.3251,0.7643,0.4389
Shankar-Ehsaan-Loy,0.6451,0.6496,0.1162,0.7301
Jubin Nautiyal,0.4118,0.3392,0.6879,0.5404
Badshah,0.822,0.8263,0.0399,0.8224
Shankar-Ehsaan-Loy,0.7471,0.7508,0.0761,0.6591
Nucleya,0.7074,0.7982,0.0402,0.6149
Badshah,0.9261,0.8649,0.0648,0.8443
Yo Yo Honey Singh,0.8261,0.8668,0.0384,0.7384
Pritam,0.7103,0.7868,0.0825,0.5252
Arijit Singh,0.3904,0.2324,0.627,0.2938
Shreya Ghoshal,0.4809,0.3722,0.8646,0.5515
A.R. Rahman,0.6594,0.5781,0.4405,0.576
Jubin Nautiyal,0.4661,0.3013,0.5783,0.55
AP Dhillon,0.5201,0.4264,0.1949,0.38
Jubin Nautiyal,0.4857,0.2898,0.6845,0.381
AP Dhillon,0.6158,0.5521,0.1411,0.2687
AP Dhillon,0.5957,0.5233,0.1667,0.2344
Yo Yo Honey Singh,0.7581,0.6947,0.0115,0.7307
Pritam,0.6955,0.7728,0.1129,0.4466
Shreya Ghoshal,0.4923,0.3071,0.7671,0.5565
Pritam,0.7621,0.8319,0.09,0.7035
Yo Yo Honey Singh,0.7214,0.7534,0.0,0.673
Shankar-Ehsaan-Loy,0.6888,0.6867,0.1329,0.6126
AP Dhillon,0.6922,0.4004,0.0715,0.2222
Shreya Ghoshal,0.3864,0.4328,0.8001,0.4928
A.R. Rahman,0.6153,0.5811,0.5508,0.5115
Nucleya,0.7633,0.9257,0.0338,0.6092
AP Dhillon,0.6331,0.4258,0.0841,0.1601
A.R. Rahman,0.5564,0.6202,0.4507,0.6172
Shreya Ghoshal,0.4775,0.4009,0.8769,0.589
Pritam,0.7469,0.7002,0.0578,0.6457
A.R. Rahman,0.5181,0.6145,0.5076,0.5554
Pritam,0.7737,0.7301,0.0799,0.5627
Pritam,0.7358,0.8221,0.0485,0.4228
Shankar-Ehsaan-Loy,0.6726,0.6909,0.0998,0.7349
Shankar-Ehsaan-Loy,0.6785,0.6843,0.0648,0.8059
Jubin Nautiyal,0.3637,0.3931,0.5414,0.5791
A.R. Rahman,0.5887,0.6501,0.4043,0.6466
Badshah,0.8365,0.8492,0.0373,0.8375
Jubin Nautiyal,0.4289,0.3162,0.6015,0.4571
AP Dhillon,0.6384,0.5697,0.0505,0.261
A.R. Rahman,0.4288,0.7196,0.4633,0.6354
A.R. Rahman,0.6198,0.5627,0.5112,0.5848
Shankar-Ehsaan-Loy,0.6971,0.8483,0.1153,0.7018
AP Dhillon,0.6481,0.5123,0.0278,0.1877
Badshah,0.8143,0.8435,0.0647,0.7841
Badshah,0.8797,0.8733,0.048,0.8783
Badshah,0.8535,0.8052,0.0614,0.8569
Badshah,0.8275,0.9242,0.0607,0.7512
Yo Yo Honey Singh,0.8109,0.8644,0.0373,0.6407
Pritam,0.7233,0.7729,0.1279,0.6513
Yo Yo Honey Singh,0.6891,0.7416,0.0181,0.7693
Yo Yo Honey Singh,0.8385,0.7736,0.0399,0.7439
Pritam,0.8474,0.832,0.0578,0.5066
AP Dhillon,0.6499,0.6016,0.164,0.1746
Arijit Singh,0.4141,0.3314,0.7427,0.2709
Shankar-Ehsaan-Loy,0.5734,0.721,0.0967,0.697
AP Dhillon,0.5771,0.4501,0.1793,0.3505
Pritam,0.7313,0.8068,0.111,0.5715
A.R. Rahman,0.5735,0.6253,0.4975,0.4772
Badshah,0.9212,0.8089,0.0834,0.8949
Arijit Singh,0.3442,0.3908,0.6689,0.2952
Arijit Singh,0.3767,0.2773,0.6744,0.2833
Shankar-Ehsaan-Loy,0.5958,0.8531,0.0641,0.6954
AP Dhillon,0.5089,0.5102,0.1597,0.2415
Yo Yo Honey Singh,0.8406,0.8166,0.0987,0.6583
AP Dhillon,0.7066,0.5237,0.0596,0.1747
Pritam,0.8035,0.8274,0.0839,0.5901
Shreya Ghoshal,0.4841,0.2998,0.8381,0.4633
Yo Yo Honey Singh,0.9355,0.7968,0.0225,0.6356
Jubin Nautiyal,0.4416,0.2923,0.6122,0.3526
Jubin Nautiyal,0.4099,0.3534,0.5101,0.4211
Shankar-Ehsaan-Loy,0.6957,0.7146,0.0947,0.6851
AP Dhillon,0.5801,0.4553,0.0792,0.1754
AP Dhillon,0.7552,0.429,0.1019,0.2792
Nucleya,0.7506,0.8967,0.0191,0.5024
Shreya Ghoshal,0.5418,0.4,0.8704,0.5759
Badshah,0.7639,0.8957,0.0734,0.745
Badshah,0.7901,0.8438,0.0275,0.6947
Badshah,0.8403,0.7835,0.0497,0.851
A.R. Rahman,0.6128,0.702,0.5121,0.509
Arijit Singh,0.4155,0.3767,0.6947,0.3612
Shankar-Ehsaan-Loy,0.6433,0.8275,0.1169,0.7717
Arijit Singh,0.346,0.3639,0.7405,0.23
A.R. Rahman,0.4727,0.6176,0.5574,0.5589
Arijit Singh,0.406,0.442,0.7124,0.3081
Nucleya,0.7031,0.8876,0.0442,0.5235
Pritam,0.7521,0.7708,0.0546,0.599
AP Dhillon,0.7008,0.4561,0.1223,0.2536
Pritam,0.7174,0.7803,0.0341,0.6805
Nucleya,0.7588,0.9194,0.0213,0.4829
Shankar-Ehsaan-Loy,0.5945,0.7581,0.1398,0.7252
Shankar-Ehsaan-Loy,0.6328,0.8536,0.0645,0.734
Yo Yo Honey Singh,0.8671,0.7033,0.0405,0.7575
Nucleya,0.7185,0.9092,0.0322,0.434
Shreya Ghoshal,0.4984,0.3671,0.7902,0.4979
Jubin Nautiyal,0.4671,0.368,0.5396,0.2186
Shankar-Ehsaan-Loy,0.6458,0.7256,0.0786,0.7006
Arijit Singh,0.383,0.4978,0.7065,0.3011
Pritam,0.7673,0.7539,0.1723,0.6952
Pritam,0.7805,0.7662,0.0834,0.6321
Nucleya,0.6335,0.9747,0.0497,0.4969
AP Dhillon,0.621,0.4771,0.0679,0.1679
Arijit Singh,0.3245,0.4551,0.7855,0.369
Badshah,0.8533,0.827,0.0678,0.8123
Shankar-Ehsaan-Loy,0.5346,0.7398,0.0894,0.652
Pritam,0.7604,0.7681,0.0823,0.5642
Yo Yo Honey Singh,0.7451,0.769,0.0099,0.6597
AP Dhillon,0.677,0.4698,0.1404,0.2886
Shreya Ghoshal,0.5333,0.4254,0.7882,0.5394
AP Dhillon,0.5786,0.5068,0.0568,0.1245
Shankar-Ehsaan-Loy,0.6688,0.7851,0.1206,0.7374
Shankar-Ehsaan-Loy,0.6159,0.8494,0.0903,0.6802
Shreya Ghoshal,0.5416,0.3965,0.8636,0.5932
A.R. Rahman,0.4165,0.5312,0.4269,0.751
A.R. Rahman,0.519,0.5616,0.4837,0.6371
Jubin Nautiyal,0.3889,0.3654,0.5971,0.3605
A.R. Rahman,0.6605,0.6788,0.5295,0.5636
Nucleya,0.6638,0.8644,0.0435,0.668
Yo Yo Honey Singh,0.801,0.7599,0.0516,0.7476
Shankar-Ehsaan-Loy,0.6814,0.8257,0.0733,0.6287
Badshah,0.7953,0.8552,0.0437,0.8361
Badshah,0.844,0.8102,0.0579,0.8506
Yo Yo Honey Singh,0.7388,0.8712,0.071,0.7729
AP Dhillon,0.6025,0.4888,0.1015,0.1556
Pritam,0.7366,0.7421,0.1205,0.5542
Shankar-Ehsaan-Loy,0.7199,0.7328,0.1304,0.6596
Arijit Singh,0.3665,0.3931,0.8252,0.2852
Badshah,0.8535,0.8575,0.0423,0.8266
Shreya Ghoshal,0.4595,0.422,0.7348,0.474
Shankar-Ehsaan-Loy,0.6086,0.7521,0.1261,0.5658
Shankar-Ehsaan-Loy,0.6906,0.8264,0.1051,0.6472
AP Dhillon,0.644,0.447,0.0105,0.3336
AP Dhillon,0.6409,0.5912,0.1493,0.2211
Shankar-Ehsaan-Loy,0.737,0.6044,0.0045,0.6453
Pritam,0.7497,0.8359,0.0642,0.5633
Yo Yo Honey Singh,0.6816,0.8177,0.0204,0.7298
Badshah,0.8545,0.8636,0.0579,0.9171
AP Dhillon,0.6707,0.4431,0.1175,0.2388
Yo Yo Honey Singh,0.7122,0.7652,0.0495,0.6778
AP Dhillon,0.6595,0.5399,0.1298,0.2431
A.R. Rahman,0.5077,0.5816,0.3288,0.5686
A.R. Rahman,0.5874,0.6983,0.409,0.6367
Shreya Ghoshal,0.3709,0.3769,0.7873,0.4809
Jubin Nautiyal,0.4387,0.3886,0.6181,0.3741
Arijit Singh,0.3386,0.3164,0.7723,0.3227
Yo Yo Honey Singh,0.7704,0.822,0.0086,0.7474
Shreya Ghoshal,0.4633,0.4178,0.7742,0.5015
Jubin Nautiyal,0.45,0.3874,0.5089,0.4043
Arijit Singh,0.3022,0.3864,0.6304,0.4028
Shankar-Ehsaan-Loy,0.7192,0.7073,0.0383,0.6688
Yo Yo Honey Singh,0.7786,0.8482,0.066,0.7776
Badshah,0.8768,0.8488,0.0346,0.8011
Pritam,0.7227,0.7469,0.1026,0.557
Shreya Ghoshal,0.4422,0.3626,0.8206,0.5466
Arijit Singh,0.32,0.3299,0.6868,0.2343
Pritam,0.812,0.6822,0.0689,0.615
AP Dhillon,0.5745,0.3882,0.1036,0.2351
Badshah,0.8551,0.8641,0.0511,0.9227
Nucleya,0.693,0.9014,0.0182,0.5375
Jubin Nautiyal,0.4835,0.3548,0.5905,0.4255
Arijit Singh,0.393,0.3969,0.6334,0.1876
Nucleya,0.5907,0.875,0.0339,0.4061
A.R. Rahman,0.5511,0.6722,0.3874,0.7215
Nucleya,0.6893,0.9041,0.0312,0.5121
Badshah,0.8781,0.8258,0.0606,0.8549
AP Dhillon,0.6652,0.4484,0.0492,0.2653
Badshah,0.8362,0.8154,0.0392,0.8549
A.R. Rahman,0.5827,0.7217,0.3841,0.7398
Arijit Singh,0.4375,0.3078,0.7176,0.404
AP Dhillon,0.6344,0.4895,0.1796,0.2441
Shreya Ghoshal,0.5101,0.4465,0.7346,0.6488
A.R. Rahman,0.5771,0.6873,0.621,0.6819
A.R. Rahman,0.5927,0.6126,0.4131,0.6179
Nucleya,0.6896,0.9465,0.0196,0.635
Yo Yo Honey Singh,0.7781,0.8091,0.0488,0.7141
A.R. Rahman,0.4988,0.6606,0.5148,0.7479
Shreya Ghoshal,0.5712,0.5754,0.8348,0.5728
Shankar-Ehsaan-Loy,0.6795,0.718,0.1336,0.585
AP Dhillon,0.6503,0.4343,0.1308,0.1782
Yo Yo Honey Singh,0.7946,0.8556,0.0537,0.8041
A.R. Rahman,0.6108,0.671,0.3989,0.603
Arijit Singh,0.3746,0.2879,0.6812,0.1961
Shreya Ghoshal,0.5504,0.4528,0.7857,0.5243
Nucleya,0.5559,0.9236,0.0256,0.5006
AP Dhillon,0.687,0.517,0.0434,0.2363
A.R. Rahman,0.5886,0.6272,0.4913,0.4939
Nucleya,0.7001,0.9084,0.0216,0.4406
Arijit Singh,0.3791,0.3327,0.7426,0.2221
AP Dhillon,0.6256,0.4947,0.2186,0.153
Badshah,0.8089,0.8042,0.0333,0.8868
Nucleya,0.6798,0.9183,0.0375,0.3388
A.R. Rahman,0.4599,0.4882,0.4133,0.6831
Shreya Ghoshal,0.5713,0.4625,0.8211,0.6249
Pritam,0.78,0.7901,0.0491,0.6032
Pritam,0.7496,0.7644,0.1057,0.6387
Arijit Singh,0.3061,0.3068,0.6878,0.354
Jubin Nautiyal,0.4614,0.3647,0.5924,0.3743
Jubin Nautiyal,0.4995,0.2686,0.6218,0.4491
Shankar-Ehsaan-Loy,0.6564,0.7796,0.1116,0.5403
Shankar-Ehsaan-Loy,0.6003,0.765,0.0527,0.6623
Yo Yo Honey Singh,0.816,0.8501,0.0712,0.6029
A.R. Rahman,0.5941,0.5357,0.5316,0.5495
Yo Yo Honey Singh,0.8673,0.8722,0.0458,0.7219
Nucleya,0.7835,0.9249,0.0375,0.508
A.R. Rahman,0.5637,0.5393,0.3696,0.6498
AP Dhillon,0.6562,0.3227,0.1541,0.2588
Arijit Singh,0.4212,0.3544,0.6297,0.1893
AP Dhillon,0.7575,0.5932,0.216,0.1644
Badshah,0.8511,0.7824,0.0792,0.8764
Jubin Nautiyal,0.4707,0.2789,0.562,0.2832
Jubin Nautiyal,0.448,0.3302,0.6106,0.4833
Nucleya,0.787,0.9101,0.0062,0.5536
Shankar-Ehsaan-Loy,0.6916,0.7214,0.074,0.6859
Shreya Ghoshal,0.5511,0.4118,0.8234,0.5428
Pritam,0.7651,0.7875,0.0377,0.6562
Shankar-Ehsaan-Loy,0.705,0.7668,0.062,0.7023
A.R. Rahman,0.5642,0.7305,0.4014,0.7454
Yo Yo Honey Singh,0.7373,0.7722,0.012,0.8455
A.R. Rahman,0.6,0.436,0.5527,0.5731
Pritam,0.7882,0.8618,0.0734,0.6049
Pritam,0.793,0.7398,0.0892,0.5827
Badshah,0.8339,0.8245,0.0473,0.8304
Nucleya,0.6695,0.9744,0.0281,0.568
Shreya Ghoshal,0.467,0.3468,0.7695,0.5397
Arijit Singh,0.3535,0.3808,0.7268,0.3478
Jubin Nautiyal,0.3878,0.2317,0.7239,0.3228
Pritam,0.7063,0.7841,0.0656,0.7778
Pritam,0.801,0.8012,0.051,0.5623
Yo Yo Honey Singh,0.7478,0.8892,0.0736,0.667
Jubin Nautiyal,0.4392,0.359,0.5884,0.3319
Shreya Ghoshal,0.4439,0.4852,0.7678,0.6066
Shreya Ghoshal,0.4738,0.4134,0.7947,0.5241
Jubin Nautiyal,0.4729,0.4305,0.5676,0.3441
AP Dhillon,0.5813,0.422,0.1329,0.2649
Pritam,0.7734,0.7388,0.0645,0.6928
Badshah,0.8776,0.8907,0.0595,0.7489
Shankar-Ehsaan-Loy,0.7159,0.7251,0.128,0.877
Nucleya,0.5996,0.9072,0.0314,0.3533
Arijit Singh,0.4526,0.4076,0.8707,0.2263
Shankar-Ehsaan-Loy,0.5909,0.5797,0.0676,0.747
Shankar-Ehsaan-Loy,0.7856,0.6593,0.1464,0.7481
Shankar-Ehsaan-Loy,0.6197,0.7634,0.0303,0.6418
Nucleya,0.7712,0.8346,0.0376,0.4328
Pritam,0.7072,0.7672,0.0892,0.7448
A.R. Rahman,0.5159,0.5718,0.3984,0.4963
Nucleya,0.617,0.8811,0.0255,0.4395
AP Dhillon,0.6446,0.3543,0.1477,0.2116
Arijit Singh,0.394,0.2825,0.8912,0.289
Shankar-Ehsaan-Loy,0.606,0.6921,0.1432,0.746
Yo Yo Honey Singh,0.7325,0.7772,0.0131,0.6661
Nucleya,0.6995,0.9432,0.0421,0.4981
A.R. Rahman,0.4634,0.6088,0.5663,0.6251
